serviceid,providerid,gen_microcell,latitude,longitude,timestamp,speed,latency,bandwidth,coverage,reliability,security,origin,true_label,true_label_spa,true_label_bma
121471,P1000596,M102,-33.89055,151.27523,2022-10-26,4.77,4.7,4.91,4.73,4.86,4.93,G,C,C,C
121481,P1000747,M104,-33.864532,151.207611,2022-07-25,4.0,4.0,4.25,3.63,4.25,4.88,G,C,C,C
121488,P1004381,M102,-33.89055,151.27523,2023-11-21,4.91,4.91,5.0,4.91,4.91,4.91,G,C,C,C
121494,P1000634,M114,-33.91571,151.17268,2023-05-16,4.37,4.3,4.34,4.69,4.78,4.72,G,C,C,C
121503,P1006617,M107,-33.75470594557184,151.1497291880052,2023-07-10,3.0,2.0,2.0,4.0,3.0,3.0,G,C,C,C
121504,P1006617,M107,-33.75470594557184,151.1497291880052,2023-11-13,4.09,4.45,3.64,4.64,3.91,4.55,G,C,C,C
121505,P1000530,M102,-33.89055,151.27523,2023-11-29,4.07,4.14,4.0,4.79,4.29,4.86,G,C,C,C
121506,P1000971,M104,-33.864532,151.207611,2023-09-27,4.55,4.45,4.34,4.52,4.79,4.93,G,C,C,C
121507,P1009798,M117,-33.94207,151.22432,2023-10-31,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121509,P1009892,M113,-33.8017879,151.1765299,2016-03-15,5.0,5.0,5.0,5.0,5.0,4.5,G,C,C,C
121511,P1000003,M110,-33.828972923308115,151.2163312332427,2023-06-05,4.57,4.43,4.71,4.43,4.86,4.86,G,C,C,C
121513,P1003543,M108,-33.649899388892656,151.2796016585502,2023-09-02,4.96,4.74,4.88,4.95,4.93,4.92,G,C,C,C
121527,P1000490,M128,-33.78071975708008,151.11386108398438,2023-12-01,4.75,4.5,4.75,4.75,4.75,4.75,G,C,C,C
121530,P1000501,M112,-34.0380304,151.1166316,2023-06-12,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121533,P1000074,M110,-33.828972923308115,151.2163312332427,2019-02-19,4.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
121534,P1000048,M108,-33.649899388892656,151.2796016585502,2023-09-30,4.25,3.88,4.71,4.88,4.5,4.63,G,C,C,C
121536,P1000971,M104,-33.864532,151.207611,2023-11-04,4.35,4.23,4.12,4.68,4.73,4.79,G,C,C,C
121542,P1008784,M109,-33.92552,151.25489,2017-12-31,4.38,4.6,4.38,5.0,5.0,4.8,G,C,C,C
121548,P1000048,M108,-33.649899388892656,151.2796016585502,2023-02-25,5.0,4.33,4.67,5.0,5.0,5.0,G,C,C,C
121550,P1000095,M108,-33.649899388892656,151.2796016585502,2023-07-30,4.6,4.4,5.0,4.8,4.6,4.4,G,C,C,C
121552,P1000545,M127,-33.8909571,151.1195413,2023-06-30,4.71,4.62,4.86,4.81,4.62,4.57,G,C,C,C
121553,P1001273,M130,-33.8513269,151.0609753,2023-08-12,5.0,4.6,5.0,4.8,4.8,5.0,G,C,C,C
121555,P1000002,M105,-33.79585,151.28527,2023-12-07,4.43,4.21,4.44,4.44,4.31,4.93,G,C,C,C
121556,P1002982,M103,-33.82763,151.08623,2023-11-27,4.61,4.54,4.37,4.71,4.95,4.95,G,C,C,C
121557,P1000760,M109,-33.92552,151.25489,2023-08-19,3.0,3.5,4.0,3.5,3.5,3.5,G,C,C,C
121558,P1000659,M130,-33.8513269,151.0609753,2023-11-23,4.0,4.0,4.0,4.0,3.67,4.33,G,C,C,C
121559,P1000074,M110,-33.828972923308115,151.2163312332427,2023-08-20,5.0,4.5,5.0,4.5,5.0,5.0,G,C,C,C
121560,P1000048,M108,-33.649899388892656,151.2796016585502,2018-07-28,5.0,4.0,4.0,4.0,4.0,5.0,G,C,C,C
121564,P1000006,M130,-33.8513269,151.0609753,2023-11-13,4.67,4.56,4.56,4.56,5.0,4.67,G,C,C,C
121565,P1000009,M135,-33.87585,151.10469,2023-11-10,5.0,5.0,5.0,4.8,5.0,5.0,G,C,C,C
121566,P1000085,M110,-33.828972923308115,151.2163312332427,2023-12-11,4.88,4.79,4.96,4.92,4.96,5.0,G,C,C,C
121573,P1000599,M105,-33.79585,151.28527,2023-10-09,4.84,4.41,4.75,4.88,4.88,4.91,G,C,C,C
121575,P1000485,M130,-33.8513269,151.0609753,2021-12-30,3.5,3.0,4.5,5.0,5.0,4.0,G,C,C,C
121579,P1000503,M102,-33.89055,151.27523,2023-11-06,4.6,4.6,4.67,4.8,4.93,4.67,G,C,C,C
121580,P1009906,M104,-33.864532,151.207611,2023-11-28,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121581,P1000074,M110,-33.828972923308115,151.2163312332427,2023-11-05,4.0,3.5,4.5,4.5,4.0,5.0,G,C,C,C
121583,P1000107,M133,-33.9410801,151.100121,2023-11-30,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121585,P1000074,M110,-33.828972923308115,151.2163312332427,2023-03-14,4.43,4.43,4.43,4.57,4.57,4.71,G,C,C,C
121587,P1000193,M104,-33.864532,151.207611,2017-02-20,3.5,1.0,4.0,4.0,4.0,4.0,G,C,C,C
121589,P1000377,M121,-34.06962515485486,150.78094538396644,2023-11-27,4.67,5.0,4.67,5.0,5.0,5.0,G,C,C,C
121593,P1000647,M113,-33.8017879,151.1765299,2023-11-13,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121594,P1000412,M128,-33.78071975708008,151.11386108398438,2023-11-05,4.0,3.8,3.8,4.4,4.8,4.0,G,C,C,C
121597,P1000545,M127,-33.8909571,151.1195413,2023-06-11,4.88,4.61,4.85,4.91,4.85,4.88,G,C,C,C
121598,P1000049,M117,-33.94207,151.22432,2023-12-06,4.71,4.56,4.56,4.56,4.71,4.71,G,C,C,C
121599,P1000074,M110,-33.828972923308115,151.2163312332427,2023-10-24,5.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
121600,P1000175,M130,-33.8513269,151.0609753,2023-11-04,4.71,4.43,4.67,4.71,4.9,4.67,G,C,C,C
121606,P1000545,M127,-33.8909571,151.1195413,2023-03-03,4.56,4.28,4.67,4.72,4.83,4.5,G,C,C,C
121607,P1000545,M114,-33.91571,151.17268,2023-11-18,4.33,4.33,5.0,4.0,5.0,5.0,G,C,C,C
121608,P1000592,M104,-33.864532,151.207611,2023-11-26,4.83,4.67,4.33,5.0,4.67,4.83,G,C,C,C
121611,P1000074,M110,-33.828972923308115,151.2163312332427,2023-10-02,4.25,4.63,4.38,4.38,4.88,4.5,G,C,C,C
121612,P1000545,M127,-33.8909571,151.1195413,2023-05-07,4.43,4.57,4.86,4.86,5.0,5.0,G,C,C,C
121613,P1000105,M130,-33.8513269,151.0609753,2023-11-12,4.5,4.5,4.25,4.25,4.75,4.75,G,C,C,C
121614,P1000545,M127,-33.8909571,151.1195413,2023-11-25,4.68,4.58,4.79,4.84,4.89,4.84,G,C,C,C
121615,P1000425,M125,-33.80662,151.15517,2023-11-28,4.25,4.0,3.5,4.5,5.0,5.0,G,C,C,C
121617,P1000016,M117,-33.94207,151.22432,2023-11-08,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121618,P1000440,M116,-33.79716,151.06479,2023-11-26,4.63,4.38,4.38,4.75,5.0,4.75,G,C,C,C
121622,P1000801,M114,-33.91571,151.17268,2023-12-02,4.75,4.38,4.75,5.0,4.88,5.0,G,C,C,C
121625,P1001135,M137,-33.88098835077109,151.16864655312318,2023-12-06,4.9,4.79,4.71,4.97,4.99,4.81,G,C,C,C
121627,P1000503,M102,-33.89055,151.27523,2023-12-03,4.67,4.78,4.0,5.0,5.0,4.78,G,C,C,C
121630,P1001333,M102,-33.89055,151.27523,2023-12-06,5.0,4.29,4.57,4.86,4.71,4.29,G,C,C,C
121634,P1000048,M108,-33.649899388892656,151.2796016585502,2023-01-25,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121635,P1000193,M104,-33.864532,151.207611,2023-01-27,4.82,4.64,4.82,4.64,4.91,5.0,G,C,C,C
121638,P1000425,M114,-33.91571,151.17268,2023-10-24,4.0,4.0,4.33,4.67,4.0,4.0,G,C,C,C
121641,P1000003,M128,-33.78071975708008,151.11386108398438,2023-10-11,5.0,5.0,4.5,4.5,5.0,5.0,G,C,C,C
121645,P1000592,M104,-33.864532,151.207611,2023-11-11,4.45,4.36,4.36,4.55,4.68,4.86,G,C,C,C
121648,P1000690,M109,-33.92552,151.25489,2023-10-22,4.79,4.42,4.83,4.71,4.92,4.88,G,C,C,C
121650,P1002845,M104,-33.864532,151.207611,2023-11-28,5.0,4.0,4.0,5.0,5.0,5.0,G,C,C,C
121654,P1000545,M127,-33.8909571,151.1195413,2023-03-07,4.42,4.42,4.83,5.0,4.75,4.75,G,C,C,C
121659,P1000349,M114,-33.91571,151.17268,2023-11-25,5.0,5.0,5.0,5.0,4.5,5.0,G,C,C,C
121664,P1001713,M104,-33.864532,151.207611,2023-12-02,5.0,5.0,4.83,5.0,5.0,4.67,G,C,C,C
121665,P1002877,M138,-33.80839,150.98594,2023-10-15,5.0,5.0,4.75,4.42,4.92,4.92,G,C,C,C
121666,P1003766,M116,-33.79716,151.06479,2023-12-07,4.74,4.71,4.74,4.8,4.91,4.49,G,C,C,C
121667,P1000823,M107,-33.75470594557184,151.1497291880052,2023-12-03,4.6,4.64,4.36,4.88,4.96,4.84,G,C,C,C
121671,P1000684,M130,-33.8513269,151.0609753,2023-12-05,4.8,4.8,4.6,4.8,5.0,4.4,G,C,C,C
121685,P1000095,M104,-33.864532,151.207611,2023-11-26,4.75,4.25,5.0,4.5,4.5,5.0,G,C,C,C
121692,P1001343,M109,-33.92552,151.25489,2023-12-09,4.35,4.29,4.38,4.8,4.6,4.96,G,C,C,C
121702,P1000074,M110,-33.828972923308115,151.2163312332427,2023-10-06,4.0,3.5,3.0,1.5,2.5,5.0,G,C,C,C
121703,P1000747,M104,-33.864532,151.207611,2023-10-05,4.5,4.0,4.5,4.0,5.0,5.0,G,C,C,C
121710,P1006756,M104,-33.864532,151.207611,2020-03-22,4.63,4.44,4.94,4.81,4.88,4.94,G,C,C,C
121711,P1006617,M107,-33.75470594557184,151.1497291880052,2023-11-10,4.6,4.6,4.0,4.6,4.4,4.6,G,C,C,C
121715,P1000074,M110,-33.828972923308115,151.2163312332427,2022-10-30,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121720,P1000016,M132,-33.95896,151.02309,2023-08-06,5.0,4.71,4.86,5.0,4.86,4.86,G,C,C,C
121722,P1001131,M128,-33.78071975708008,151.11386108398438,2019-01-02,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121723,P1000440,M128,-33.78071975708008,151.11386108398438,2023-09-17,4.83,4.67,4.8,5.0,5.0,5.0,G,C,C,C
121732,P1009160,M110,-33.828972923308115,151.2163312332427,2019-04-03,4.33,4.3,4.42,4.56,4.6,4.95,G,C,C,C
121736,P1000193,M104,-33.864532,151.207611,2023-10-01,4.8,4.6,4.6,5.0,5.0,5.0,G,C,C,C
121746,P1000596,M109,-33.92552,151.25489,2019-01-01,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121751,P1006606,M104,-33.864532,151.207611,2023-11-25,4.29,4.23,4.23,4.61,4.45,4.77,G,C,C,C
121753,P1000074,M110,-33.828972923308115,151.2163312332427,2023-11-25,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121760,P1000073,M104,-33.864532,151.207611,2023-11-23,4.5,4.4,4.28,4.72,4.69,4.82,G,C,C,C
121766,P1000060,M123,-33.6860173,150.8958334,2023-04-04,4.29,4.14,4.43,5.0,4.43,4.71,G,C,C,C
121768,P1000104,M125,-33.80662,151.15517,2022-10-29,4.78,4.78,4.96,4.78,4.85,4.81,G,C,C,C
121771,P1000545,M127,-33.8909571,151.1195413,2022-09-01,4.61,4.83,4.83,4.89,4.94,4.89,G,C,C,C
121772,P1000104,M125,-33.80662,151.15517,2022-10-31,4.76,4.81,4.71,4.95,4.81,4.67,G,C,C,C
121775,P1001221,M104,-33.864532,151.207611,2023-12-02,4.45,4.53,4.38,4.7,4.55,4.68,G,C,C,C
121781,P1000821,M102,-33.89055,151.27523,2023-11-30,4.83,4.66,4.78,4.89,4.86,4.92,G,C,C,C
121783,P1000602,M131,-33.8388,151.23511,2023-04-16,5.0,4.5,5.0,5.0,5.0,5.0,G,C,C,C
121785,P1000424,M108,-33.649899388892656,151.2796016585502,2023-12-09,4.89,4.71,4.63,4.97,5.0,5.0,G,C,C,C
121802,P1000002,M136,-33.86999,151.08825,2023-11-04,4.6,4.0,4.6,4.2,4.6,4.4,G,C,C,C
121804,P1000074,M110,-33.828972923308115,151.2163312332427,2023-11-17,4.76,4.71,4.71,4.88,4.88,4.88,G,C,C,C
121807,P1006606,M104,-33.864532,151.207611,2023-11-09,4.54,4.46,4.5,4.29,4.67,4.67,G,C,C,C
121810,P1001564,M110,-33.828972923308115,151.2163312332427,2023-12-06,4.71,4.86,4.86,4.57,4.57,5.0,G,C,C,C
121813,P1000501,M112,-34.0380304,151.1166316,2023-05-07,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121814,P1000490,M128,-33.78071975708008,151.11386108398438,2023-11-29,4.79,4.64,4.64,4.79,4.93,4.79,G,C,C,C
121815,P1000659,M130,-33.8513269,151.0609753,2023-11-28,4.75,4.75,4.75,4.25,4.75,4.5,G,C,C,C
121816,P1000719,M107,-33.75470594557184,151.1497291880052,2023-06-05,5.0,5.0,4.83,4.83,4.83,4.83,G,C,C,C
121818,P1000048,M108,-33.649899388892656,151.2796016585502,2023-11-27,4.76,4.5,4.63,4.75,4.63,4.63,G,C,C,C
121823,P1001638,M119,-33.88101,151.22511,2023-11-11,4.86,4.72,4.93,4.97,4.97,4.9,G,C,C,C
121824,P1002071,M116,-33.79716,151.06479,2023-11-30,4.64,4.47,4.53,4.69,4.64,4.64,G,C,C,C
121827,P1002071,M128,-33.78071975708008,151.11386108398438,2023-12-09,4.78,4.56,4.44,4.39,4.67,4.67,G,C,C,C
121828,P1000048,M108,-33.649899388892656,151.2796016585502,2019-10-07,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121835,P1009983,M114,-33.91571,151.17268,2023-12-04,4.5,4.83,4.5,4.83,4.83,4.5,G,C,C,C
121837,P1000351,M119,-33.88101,151.22511,2023-12-07,4.87,4.65,4.78,4.91,4.96,4.83,G,C,C,C
121838,P1000592,M104,-33.864532,151.207611,2023-11-15,5.0,4.5,5.0,5.0,5.0,5.0,G,C,C,C
121845,P1000599,M105,-33.79585,151.28527,2023-12-07,4.93,4.54,4.96,4.89,5.0,4.89,G,C,C,C
121850,P1000243,M104,-33.864532,151.207611,2023-12-02,4.86,4.81,4.83,4.96,4.97,4.97,G,C,C,C
121852,P1000079,M104,-33.864532,151.207611,2023-11-30,4.7,4.65,4.81,4.86,4.84,4.77,G,C,C,C
121854,P1000048,M108,-33.649899388892656,151.2796016585502,2020-09-06,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121857,P1002605,M102,-33.89055,151.27523,2023-11-09,4.89,4.89,4.98,4.96,4.98,4.98,G,C,C,C
121859,P1000750,M104,-33.864532,151.207611,2023-11-14,4.5,4.5,4.75,5.0,5.0,4.75,G,C,C,C
121864,P1001728,M105,-33.79585,151.28527,2023-11-15,4.8,4.73,4.87,4.87,5.0,5.0,G,C,C,C
121867,P1000503,M102,-33.89055,151.27523,2023-08-06,4.86,4.82,4.77,4.91,5.0,5.0,G,C,C,C
121870,P1006617,M107,-33.75470594557184,151.1497291880052,2023-11-27,4.38,4.25,3.88,4.5,4.63,4.5,G,C,C,C
121872,P1006617,M107,-33.75470594557184,151.1497291880052,2023-10-12,4.4,4.2,4.3,4.6,4.6,4.6,G,C,C,C
121877,P1000351,M119,-33.88101,151.22511,2023-11-30,5.0,4.8,5.0,4.87,4.93,5.0,G,C,C,C
121878,P1000009,M135,-33.87585,151.10469,2023-10-25,4.75,4.42,4.67,4.83,4.92,4.83,G,C,C,C
121888,P1000760,M109,-33.92552,151.25489,2023-10-16,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121896,P1002036,M109,-33.92552,151.25489,2020-02-24,4.83,4.7,4.7,4.83,4.87,4.91,G,C,C,C
121897,P1000074,M110,-33.828972923308115,151.2163312332427,2023-11-22,3.67,3.5,3.83,4.33,3.67,4.0,G,C,C,C
121902,P1000485,M130,-33.8513269,151.0609753,2023-10-31,4.9,4.79,4.97,5.0,5.0,5.0,G,C,C,C
121911,P1001351,M104,-33.864532,151.207611,2023-11-22,4.5,4.5,5.0,5.0,5.0,4.5,G,C,C,C
121914,P1001865,M102,-33.89055,151.27523,2023-11-24,4.84,4.73,4.62,5.0,5.0,4.96,G,C,C,C
121918,P1008784,M102,-33.89055,151.27523,2017-08-18,4.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121934,P1006725,M109,-33.92552,151.25489,2018-12-08,3.67,3.67,2.67,4.67,5.0,4.33,G,C,C,C
121937,P1006725,M109,-33.92552,151.25489,2019-02-14,4.75,4.5,5.0,4.75,5.0,4.75,G,C,C,C
121942,P1009813,M128,-33.78071975708008,151.11386108398438,2017-03-02,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121950,P1001487,M107,-33.75470594557184,151.1497291880052,2023-11-05,5.0,5.0,5.0,5.0,5.0,4.5,G,C,C,C
121951,P1009678,M104,-33.864532,151.207611,2020-02-15,4.0,5.0,5.0,3.0,5.0,5.0,G,C,C,C
121953,P1000662,M128,-33.78071975708008,151.11386108398438,2023-11-05,4.25,4.75,5.0,5.0,4.0,4.75,G,C,C,C
121957,P1000545,M127,-33.8909571,151.1195413,2023-09-17,4.81,4.57,4.95,4.95,4.62,4.86,G,C,C,C
121961,P1000060,M123,-33.6860173,150.8958334,2023-10-20,3.67,4.33,4.0,4.0,4.33,3.67,G,C,C,C
121964,P1000048,M108,-33.649899388892656,151.2796016585502,2023-08-28,5.0,4.67,5.0,5.0,5.0,5.0,G,C,C,C
121970,P1002679,M120,-33.94157370178417,150.79405669122934,2023-11-30,4.77,4.85,4.46,4.85,5.0,4.77,G,C,C,C
121978,P1006617,M107,-33.75470594557184,151.1497291880052,2023-08-13,2.0,1.67,1.67,2.67,2.67,3.67,G,C,C,C
121979,P1000440,M128,-33.78071975708008,151.11386108398438,2023-11-07,4.84,4.65,4.58,4.87,4.9,4.77,G,C,C,C
121980,P1006617,M107,-33.75470594557184,151.1497291880052,2023-10-24,4.0,4.3,4.0,4.8,4.8,4.5,G,C,C,C
121981,P1006617,M107,-33.75470594557184,151.1497291880052,2023-11-13,3.86,4.14,3.86,4.57,4.57,4.43,G,C,C,C
121982,P1006617,M107,-33.75470594557184,151.1497291880052,2023-10-31,3.2,3.2,2.8,4.0,3.8,4.4,G,C,C,C
121986,P1003641,M112,-34.0380304,151.1166316,2023-11-29,4.96,4.85,4.96,4.93,5.0,5.0,G,C,C,C
121992,P1001063,M112,-34.0380304,151.1166316,2023-12-02,4.63,4.62,4.73,4.88,4.7,4.67,G,C,C,C
121993,P1000058,M107,-33.75470594557184,151.1497291880052,2023-05-28,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
121994,P1000048,M108,-33.649899388892656,151.2796016585502,2023-10-02,4.5,4.5,4.75,4.75,4.5,4.75,G,C,C,C
122002,P1000049,M117,-33.94207,151.22432,2023-11-14,4.8,4.53,4.53,4.67,5.0,4.73,G,C,C,C
122006,P1001250,M104,-33.864532,151.207611,2020-03-09,5.0,4.5,5.0,5.0,4.5,4.5,G,C,C,C
122007,P1006617,M107,-33.75470594557184,151.1497291880052,2023-08-31,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
122016,P1000911,M133,-33.9410801,151.100121,2023-09-30,4.85,4.7,4.75,4.85,4.9,4.85,G,C,C,C
122017,P1005440,M103,-33.82763,151.08623,2017-10-10,4.6,4.2,3.8,4.8,4.6,4.6,G,C,C,C
122018,P1000003,M128,-33.78071975708008,151.11386108398438,2023-04-26,4.0,5.0,3.0,4.0,4.0,3.0,G,C,C,C
122020,P1000288,M109,-33.92552,151.25489,2023-11-26,4.46,4.38,4.39,4.95,4.77,4.89,G,C,C,C
122021,P1000440,M128,-33.78071975708008,151.11386108398438,2023-11-05,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
122023,P1000106,M109,-33.92552,151.25489,2023-09-25,4.54,4.31,4.49,4.82,4.9,4.74,G,C,C,C
122024,P1008282,M120,-33.94157370178417,150.79405669122934,2023-11-04,4.0,4.0,4.5,5.0,5.0,5.0,G,C,C,C
122028,P1001229,M104,-33.864532,151.207611,2023-10-29,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122034,P1000002,M105,-33.79585,151.28527,2023-11-24,4.61,4.28,4.56,4.28,4.72,5.0,G,C,C,C
122037,P1000638,M104,-33.864532,151.207611,2023-11-30,4.7,4.6,4.64,4.93,4.94,4.87,G,C,C,C
122041,P1000002,M110,-33.828972923308115,151.2163312332427,2023-12-06,4.25,4.25,4.63,4.5,4.5,4.75,G,C,C,C
122042,P1000073,M104,-33.864532,151.207611,2023-11-26,4.42,4.52,4.27,4.7,4.53,4.76,G,C,C,C
122046,P1002802,M119,-33.88101,151.22511,2023-11-25,4.86,4.86,5.0,4.57,5.0,5.0,G,C,C,C
122050,P1000074,M115,-33.75122,151.25772,2023-03-13,4.0,4.0,4.0,4.0,4.0,5.0,G,C,C,C
122051,P1000349,M114,-33.91571,151.17268,2023-11-12,3.0,3.5,4.0,3.0,3.5,5.0,G,C,C,C
122053,P1000213,M110,-33.828972923308115,151.2163312332427,2023-12-02,4.91,4.7,4.87,4.97,5.0,4.99,G,C,C,C
122054,P1000002,M105,-33.79585,151.28527,2023-11-10,5.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
122057,P1000801,M114,-33.91571,151.17268,2023-12-02,4.77,4.72,4.62,4.85,4.91,4.95,G,C,C,C
122060,P1002116,M115,-33.75122,151.25772,2023-11-23,4.72,4.59,4.33,4.92,4.87,4.97,G,C,C,C
122061,P1000747,M104,-33.864532,151.207611,2023-11-21,4.29,4.0,4.43,4.0,4.0,4.71,G,C,C,C
122066,P1000501,M119,-33.88101,151.22511,2023-10-02,4.2,3.8,3.6,4.4,4.0,4.2,G,C,C,C
122071,P1000107,M133,-33.9410801,151.100121,2023-11-24,4.5,4.5,4.5,5.0,5.0,4.5,G,C,C,C
122078,P1000592,M104,-33.864532,151.207611,2023-11-19,4.76,4.59,4.71,4.65,4.76,4.71,G,C,C,C
122082,P1000002,M105,-33.79585,151.28527,2023-11-24,4.3,4.16,4.46,4.19,4.47,4.84,G,C,C,C
122083,P1000603,M104,-33.864532,151.207611,2023-11-05,5.0,4.83,4.94,5.0,5.0,4.94,G,C,C,C
122086,P1000002,M105,-33.79585,151.28527,2023-10-24,4.6,4.4,4.4,4.45,4.4,4.95,G,C,C,C
122088,P1000603,M104,-33.864532,151.207611,2023-11-23,4.78,4.52,4.78,4.96,4.87,4.43,G,C,C,C
122090,P1000073,M104,-33.864532,151.207611,2023-11-13,4.32,4.36,4.17,4.63,4.47,4.72,G,C,C,C
122094,P1006606,M104,-33.864532,151.207611,2023-04-23,4.0,4.17,4.33,4.17,4.33,4.33,G,C,C,C
122095,P1000603,M104,-33.864532,151.207611,2023-11-10,4.74,4.63,4.74,4.89,4.89,4.87,G,C,C,C
122098,P1006606,M104,-33.864532,151.207611,2023-11-19,4.0,4.0,4.43,5.0,4.71,4.86,G,C,C,C
122102,P1000288,M102,-33.89055,151.27523,2023-11-24,4.47,4.41,4.35,4.41,4.71,4.88,G,C,C,C
122109,P1000713,M130,-33.8513269,151.0609753,2023-11-18,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122124,P1001138,M109,-33.92552,151.25489,2023-11-13,4.86,4.73,4.68,4.95,4.91,4.99,G,C,C,C
122125,P1000048,M108,-33.649899388892656,151.2796016585502,2023-02-26,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122128,P1003910,M119,-33.88101,151.22511,2023-12-02,4.59,4.41,4.59,4.93,4.48,4.97,G,C,C,C
122134,P1000634,M114,-33.91571,151.17268,2023-01-19,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122142,P1002739,M104,-33.864532,151.207611,2023-12-09,4.91,4.77,4.77,4.82,4.91,4.64,G,C,C,C
122144,P1001159,M134,-33.96857,151.12367,2023-12-08,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122147,P1000288,M102,-33.89055,151.27523,2023-11-14,4.81,4.68,4.7,4.78,4.91,4.99,G,C,C,C
122154,P1000599,M105,-33.79585,151.28527,2023-11-25,4.85,4.81,4.85,4.74,4.96,4.93,G,C,C,C
122157,P1000002,M105,-33.79585,151.28527,2023-10-20,4.79,4.56,4.72,4.77,4.72,4.97,G,C,C,C
122160,P1000747,M104,-33.864532,151.207611,2023-03-01,5.0,5.0,4.5,5.0,5.0,5.0,G,C,C,C
122161,P1001575,M104,-33.864532,151.207611,2023-12-09,5.0,4.86,4.93,4.93,5.0,4.86,G,C,C,C
122166,P1000074,M110,-33.828972923308115,151.2163312332427,2023-09-11,4.4,4.7,4.4,4.5,4.6,4.9,G,C,C,C
122172,P1000073,M104,-33.864532,151.207611,2023-11-21,4.29,4.32,4.31,4.67,4.51,4.88,G,C,C,C
122174,P1000073,M104,-33.864532,151.207611,2023-11-23,4.44,4.41,4.29,4.73,4.49,4.81,G,C,C,C
122178,P1000603,M104,-33.864532,151.207611,2023-08-27,4.83,4.83,4.67,5.0,4.88,4.96,G,C,C,C
122185,P1000603,M104,-33.864532,151.207611,2023-11-05,4.5,4.52,4.31,4.96,4.77,4.88,G,C,C,C
122189,P1001480,M102,-33.89055,151.27523,2023-08-16,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122190,P1000603,M104,-33.864532,151.207611,2023-11-19,4.82,4.71,4.71,5.0,4.96,4.93,G,C,C,C
122193,P1002950,M104,-33.864532,151.207611,2023-12-11,4.92,4.88,4.88,4.92,4.96,4.92,G,C,C,C
122195,P1006606,M104,-33.864532,151.207611,2023-11-25,4.82,4.88,4.71,4.65,4.82,5.0,G,C,C,C
122197,P1000485,M130,-33.8513269,151.0609753,2023-10-21,4.73,4.73,4.8,4.73,4.93,4.87,G,C,C,C
122202,P1008782,M104,-33.864532,151.207611,2019-09-14,4.63,4.75,4.75,4.25,4.38,5.0,G,C,C,C
122204,P1000002,M105,-33.79585,151.28527,2023-11-27,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
122209,P1000503,M102,-33.89055,151.27523,2023-11-28,4.0,4.0,4.0,4.75,5.0,4.75,G,C,C,C
122210,P1000503,M102,-33.89055,151.27523,2023-09-24,4.77,4.55,4.27,4.77,4.95,5.0,G,C,C,C
122217,P1000690,M102,-33.89055,151.27523,2023-11-26,4.62,4.52,4.65,4.83,4.75,4.77,G,C,C,C
122222,P1007743,M104,-33.864532,151.207611,2019-02-04,4.8,4.6,5.0,5.0,4.8,4.8,G,C,C,C
122223,P1000002,M105,-33.79585,151.28527,2023-11-27,4.43,4.67,4.17,5.0,4.33,5.0,G,C,C,C
122228,P1000989,M104,-33.864532,151.207611,2023-11-12,4.68,4.59,4.75,4.97,4.97,4.86,G,C,C,C
122230,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-26,4.0,3.0,2.0,3.0,4.0,5.0,G,C,C,C
122234,P1000856,M102,-33.89055,151.27523,2023-11-19,4.73,4.87,4.33,5.0,5.0,4.93,G,C,C,C
122235,P1000002,M105,-33.79585,151.28527,2023-10-30,4.4,4.26,4.5,4.73,4.68,4.83,G,C,C,C
122237,P1000599,M105,-33.79585,151.28527,2023-12-07,4.91,4.56,4.81,4.84,4.94,4.97,G,C,C,C
