serviceid,providerid,microcell,latitude,longitude,timestamp,speed,latency,bandwidth,coverage,reliability,security,currect_microcell,origin,true_label
115468,P1000391,M130,-33.8513269,151.0609753,2023-12-07,4.8,4.8,4.71,4.81,4.87,4.84,M135,R,C
115513,P1000349,M130,-33.8513269,151.0609753,2022-12-27,3.0,3.0,3.0,1.0,2.0,4.0,M135,R,C
115558,P1000049,M130,-33.8513269,151.0609753,2023-10-29,5.0,5.0,5.0,3.5,5.0,5.0,M135,R,C
115636,P1000107,M130,-33.8513269,151.0609753,2023-10-12,4.86,4.64,4.68,4.95,5.0,4.91,M135,R,C
115649,P1000002,M103,-33.82763,151.08623,2023-11-08,3.77,3.95,3.92,4.59,4.33,4.69,M135,R,C
115883,P1000391,M136,-33.86076,151.08065,2023-12-09,4.75,4.74,4.78,4.93,4.93,4.72,M135,R,C
116348,P1000391,M130,-33.8513269,151.0609753,2023-12-07,4.93,4.93,4.93,4.79,5.0,4.93,M135,R,C
116359,P1000684,M103,-33.82763,151.08623,2023-09-19,4.74,4.42,4.63,4.79,4.58,4.89,M135,R,C
116429,P1000107,M130,-33.8513269,151.0609753,2023-12-04,4.57,4.5,4.43,4.71,4.86,4.71,M135,R,C
116453,P1000002,M114,-33.9027088,151.1443231,2023-11-12,4.5,4.29,4.5,4.5,4.57,4.43,M135,R,C
116669,P1000107,M130,-33.8513269,151.0609753,2023-11-27,4.95,4.84,4.95,4.95,5.0,4.95,M135,R,C
116779,P1000002,M103,-33.82763,151.08623,2023-11-23,4.78,4.72,4.67,5.0,4.5,5.0,M135,R,C
116809,P1000002,M103,-33.82763,151.08623,2023-11-20,4.63,4.58,4.79,4.51,4.6,4.86,M135,R,C
117334,P1000073,M136,-33.86076,151.08065,2023-10-28,4.33,4.33,4.22,4.11,4.78,4.33,M135,R,C
117603,P1000073,M130,-33.8513269,151.0609753,2023-11-22,4.0,4.0,3.94,4.5,4.19,4.13,M135,R,C
117675,P1000073,M130,-33.8513269,151.0609753,2023-11-11,3.6,3.8,3.2,4.8,4.8,4.2,M135,R,C
117726,P1000073,M130,-33.8513269,151.0609753,2023-11-24,4.48,4.67,4.14,4.86,4.48,4.52,M135,R,C
117740,P1000073,M130,-33.8513269,151.0609753,2023-10-30,4.44,4.22,3.78,4.89,4.33,4.11,M135,R,C
117750,P1000073,M130,-33.8513269,151.0609753,2023-10-31,4.2,4.05,3.7,4.75,4.2,4.4,M135,R,C
117768,P1000073,M136,-33.86076,151.08065,2023-11-19,4.17,4.5,4.33,4.33,4.67,4.67,M135,R,C
117780,P1000073,M130,-33.8513269,151.0609753,2023-09-11,5.0,4.0,5.0,5.0,5.0,4.0,M135,R,C
118039,P1000073,M130,-33.8513269,151.0609753,2023-06-07,4.0,5.0,4.0,5.0,4.0,5.0,M135,R,C
118141,P1000002,M114,-33.9027088,151.1443231,2023-10-21,3.73,3.87,4.2,4.53,4.07,4.73,M135,R,C
118185,P1000002,M114,-33.9027088,151.1443231,2023-10-02,4.29,4.19,4.43,4.45,4.17,4.5,M135,R,C
118301,P1000009,M103,-33.82763,151.08623,2023-09-30,5.0,4.86,4.43,5.0,4.86,4.86,M135,R,C
118507,P1000002,M114,-33.9027088,151.1443231,2023-11-20,4.33,4.31,4.56,4.75,4.54,4.63,M135,R,C
118636,P1000073,M130,-33.8513269,151.0609753,2023-10-25,4.38,4.54,3.92,4.77,4.38,4.31,M135,R,C
118645,P1000073,M136,-33.86076,151.08065,2023-03-01,5.0,4.0,5.0,5.0,5.0,4.0,M135,R,C
118739,P1000684,M114,-33.9027088,151.1443231,2023-11-28,4.62,4.59,4.59,4.86,4.93,4.79,M135,R,C
118820,P1000073,M130,-33.8513269,151.0609753,2023-10-27,4.2,4.2,4.3,4.4,4.5,4.1,M135,R,C
118849,P1000073,M130,-33.8513269,151.0609753,2023-09-10,4.13,4.13,4.13,4.5,4.38,4.25,M135,R,C
118897,P1000002,M114,-33.9027088,151.1443231,2023-11-20,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
118993,P1000073,M130,-33.8513269,151.0609753,2023-11-27,4.17,4.2,3.9,4.63,4.43,4.37,M135,R,C
119039,P1000073,M130,-33.8513269,151.0609753,2023-10-12,4.0,4.0,3.0,4.5,3.0,4.5,M135,R,C
119073,P1000073,M130,-33.8513269,151.0609753,2023-11-23,4.38,4.25,4.0,4.75,4.63,4.13,M135,R,C
119074,P1000073,M130,-33.8513269,151.0609753,2023-10-27,4.21,4.16,4.03,4.53,4.34,4.55,M135,R,C
119141,P1000073,M136,-33.86076,151.08065,2023-11-27,4.25,4.0,4.75,4.25,4.5,3.75,M135,R,C
119187,P1000073,M136,-33.86076,151.08065,2023-11-08,4.13,4.0,4.0,4.5,4.5,4.75,M135,R,C
119435,P1000049,M136,-33.86076,151.08065,2023-12-02,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
119519,P1000073,M136,-33.86076,151.08065,2022-11-05,4.25,3.75,4.0,5.0,4.75,4.75,M135,R,C
119609,P1000002,M114,-33.9027088,151.1443231,2023-12-02,4.18,4.09,4.36,4.73,4.0,4.59,M135,R,C
119627,P1000002,M114,-33.9027088,151.1443231,2023-11-16,4.74,4.62,4.63,4.74,4.65,4.83,M135,R,C
119636,P1000349,M130,-33.8513269,151.0609753,2023-11-26,3.5,3.25,3.5,3.0,3.25,4.25,M135,R,C
119650,P1000002,M114,-33.9027088,151.1443231,2023-11-25,4.7,4.52,4.43,4.7,4.48,4.87,M135,R,C
119696,P1000002,M114,-33.9027088,151.1443231,2023-11-24,4.76,4.57,4.81,4.52,4.52,4.9,M135,R,C
119714,P1000002,M127,-33.88839,151.12242,2023-11-27,4.69,4.5,4.54,4.85,4.35,4.85,M135,R,C
119902,P1000349,M130,-33.8513269,151.0609753,2023-09-12,3.0,2.67,3.0,4.0,3.67,3.67,M135,R,C
119922,P1000002,M114,-33.9027088,151.1443231,2023-10-30,4.22,4.16,4.16,4.69,4.34,4.75,M135,R,C
119923,P1000002,M114,-33.9027088,151.1443231,2023-12-03,4.54,4.49,4.69,4.54,4.6,4.74,M135,R,C
120011,P1000002,M114,-33.9027088,151.1443231,2023-12-01,4.25,4.5,4.75,4.75,4.75,4.75,M135,R,C
120061,P1000349,M130,-33.8513269,151.0609753,2023-09-29,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
120111,P1000002,M114,-33.9027088,151.1443231,2023-11-23,4.5,4.57,4.55,4.71,4.5,4.78,M135,R,C
120129,P1000002,M114,-33.9027088,151.1443231,2023-11-26,4.46,4.31,4.65,4.58,4.46,4.62,M135,R,C
120165,P1000002,M114,-33.9027088,151.1443231,2023-10-22,4.32,3.79,4.26,4.32,4.63,4.42,M135,R,C
120205,P1000002,M114,-33.9027088,151.1443231,2023-11-24,3.89,3.72,4.11,4.44,4.0,4.5,M135,R,C
120206,P1000002,M114,-33.9027088,151.1443231,2023-11-28,4.56,4.33,4.61,4.83,4.44,4.78,M135,R,C
120222,P1000002,M114,-33.9027088,151.1443231,2023-11-06,4.14,4.07,4.57,4.36,4.0,4.43,M135,R,C
120231,P1000002,M114,-33.9027088,151.1443231,2023-11-25,4.44,4.53,4.65,4.71,4.71,4.74,M135,R,C
120338,P1000684,M114,-33.9027088,151.1443231,2023-09-19,4.4,4.4,4.0,4.6,4.4,4.8,M135,R,C
120428,P1000049,M130,-33.8513269,151.0609753,2023-12-07,4.75,4.63,4.81,4.75,4.75,5.0,M135,R,C
120448,P1000002,M114,-33.9027088,151.1443231,2023-12-05,4.44,4.5,4.31,4.63,4.63,4.75,M135,R,C
120496,P1000002,M114,-33.9027088,151.1443231,2023-12-04,4.78,4.61,4.7,4.87,4.7,4.83,M135,R,C
120530,P1000002,M114,-33.9027088,151.1443231,2023-11-12,4.2,4.0,4.2,4.9,4.23,4.63,M135,R,C
120593,P1000002,M114,-33.9027088,151.1443231,2023-11-07,4.87,4.87,4.91,4.91,4.83,4.83,M135,R,C
120644,P1000002,M114,-33.9027088,151.1443231,2023-04-05,3.76,3.7,3.59,4.35,3.78,4.32,M135,R,C
120696,P1000002,M114,-33.9027088,151.1443231,2023-11-12,4.67,4.6,4.67,4.87,4.67,5.0,M135,R,C
120753,P1000002,M114,-33.9027088,151.1443231,2023-08-06,3.63,4.0,4.5,5.0,3.5,4.75,M135,R,C
121434,P1000349,M114,-33.9027088,151.1443231,2023-10-26,4.25,4.25,5.0,4.25,4.0,4.75,M135,R,C
121659,P1000349,M114,-33.9027088,151.1443231,2023-11-25,5.0,5.0,5.0,5.0,4.5,5.0,M135,R,C
121671,P1000684,M130,-33.8513269,151.0609753,2023-12-05,4.8,4.8,4.6,4.8,5.0,4.4,M135,R,C
121802,P1000002,M136,-33.86076,151.08065,2023-11-04,4.6,4.0,4.6,4.2,4.6,4.4,M135,R,C
122051,P1000349,M114,-33.9027088,151.1443231,2023-11-12,3.0,3.5,4.0,3.0,3.5,5.0,M135,R,C
122288,P1000349,M114,-33.9027088,151.1443231,2023-10-06,2.75,2.25,3.5,2.0,2.75,3.5,M135,R,C
122633,P1000391,M103,-33.82763,151.08623,2023-12-08,4.47,4.13,4.47,4.33,4.6,4.8,M135,R,C
122734,P1000349,M114,-33.9027088,151.1443231,2023-11-05,4.5,4.0,4.5,4.0,3.5,4.5,M135,R,C
122992,P1000009,M130,-33.8513269,151.0609753,2023-05-07,4.54,4.62,4.46,4.69,4.69,4.77,M135,R,C
123030,P1000391,M127,-33.88839,151.12242,2023-11-28,4.35,4.38,4.69,4.81,4.73,4.46,M135,R,C
123092,P1000049,M103,-33.82763,151.08623,2023-12-04,3.57,3.57,3.86,3.57,4.43,3.86,M135,R,C
124419,P1000107,M114,-33.9027088,151.1443231,2023-12-03,4.91,4.85,4.91,4.97,4.98,4.89,M135,R,C
124636,P1000009,M136,-33.86076,151.08065,2023-11-19,4.47,4.31,4.25,4.72,4.63,4.63,M135,R,C
125258,P1000077,M103,-33.82763,151.08623,2023-11-28,4.74,4.65,4.65,4.53,4.82,4.85,M135,R,C
126370,P1000391,M127,-33.88839,151.12242,2023-12-09,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
126441,P1000009,M130,-33.8513269,151.0609753,2023-11-19,4.58,4.63,4.47,4.44,4.81,4.84,M135,R,C
126488,P1000049,M103,-33.82763,151.08623,2023-10-03,4.2,4.0,4.2,5.0,4.8,4.0,M135,R,C
126801,P1000569,M127,-33.88839,151.12242,2023-12-10,4.56,4.64,4.31,4.84,4.85,4.73,M135,R,C
127342,P1000049,M103,-33.82763,151.08623,2023-11-17,4.41,4.0,4.53,4.47,4.53,4.24,M135,R,C
127748,P1000107,M114,-33.9027088,151.1443231,2023-11-13,4.83,4.94,4.78,4.67,5.0,4.89,M135,R,C
128291,P1000073,M103,-33.82763,151.08623,2023-11-16,3.25,2.75,3.25,4.0,4.0,3.75,M135,R,C
128350,P1000009,M130,-33.8513269,151.0609753,2023-09-17,4.5,4.25,4.75,4.75,4.75,4.75,M135,R,C
129214,P1000009,M130,-33.8513269,151.0609753,2023-06-18,5.0,5.0,4.0,4.0,5.0,5.0,M135,R,C
129258,P1000009,M130,-33.8513269,151.0609753,2023-10-15,5.0,5.0,5.0,4.0,5.0,5.0,M135,R,C
129262,P1000073,M103,-33.82763,151.08623,2023-11-19,4.43,4.57,4.43,4.86,4.86,4.71,M135,R,C
129388,P1000073,M103,-33.82763,151.08623,2023-09-10,1.0,1.0,1.0,1.0,1.0,2.0,M135,R,C
129403,P1000009,M130,-33.8513269,151.0609753,2023-10-19,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
129490,P1000073,M103,-33.82763,151.08623,2023-11-20,4.5,4.0,3.5,3.5,4.0,4.0,M135,R,C
129578,P1000009,M130,-33.8513269,151.0609753,2023-09-16,4.43,4.14,4.0,4.86,5.0,4.71,M135,R,C
129594,P1000009,M130,-33.8513269,151.0609753,2023-10-26,4.57,4.43,4.43,4.86,5.0,4.43,M135,R,C
130593,P1000107,M114,-33.9027088,151.1443231,2023-08-21,4.91,4.85,4.91,4.97,4.99,4.89,M135,R,C
136316,P1000002,M103,-33.82763,151.08623,2023-08-07,4.59,4.56,4.77,4.51,4.56,4.87,M135,R,C
140006,P1000002,M114,-33.9027088,151.1443231,2023-08-07,4.28,4.2,4.43,4.43,4.18,4.5,M135,R,C
140008,P1000002,M114,-33.9027088,151.1443231,2023-08-23,4.29,4.18,4.11,4.68,4.36,4.75,M135,R,C
140143,P1000002,M114,-33.9027088,151.1443231,2023-08-14,4.74,4.66,4.67,4.74,4.64,4.84,M135,R,C
140154,P1000002,M114,-33.9027088,151.1443231,2023-05-10,4.49,4.6,4.57,4.68,4.53,4.79,M135,R,C
141105,P1000002,M114,-33.9027088,151.1443231,2023-05-06,4.4,4.38,4.57,4.81,4.67,4.67,M135,R,C
141107,P1000002,M114,-33.9027088,151.1443231,2023-07-19,4.07,4.14,4.29,4.71,4.0,4.64,M135,R,C
141111,P1000002,M114,-33.9027088,151.1443231,2023-08-14,4.55,4.45,4.71,4.55,4.58,4.74,M135,R,C
141145,P1000073,M130,-33.8513269,151.0609753,2023-08-13,4.3,4.36,4.06,4.67,4.42,4.58,M135,R,C
141148,P1000073,M130,-33.8513269,151.0609753,2023-08-13,4.38,4.38,4.19,4.75,4.41,4.5,M135,R,C
141153,P1000073,M130,-33.8513269,151.0609753,2023-08-17,4.4,4.73,4.0,4.8,4.4,4.53,M135,R,C
141442,P1000002,M114,-33.9027088,151.1443231,2023-02-20,4.67,4.4,4.33,4.6,4.33,4.8,M135,R,C
141657,P1000002,M114,-33.9027088,151.1443231,2023-04-05,3.76,3.7,3.59,4.35,3.78,4.32,M135,R,C
141679,P1000002,M114,-33.9027088,151.1443231,2023-08-18,4.21,4.0,4.21,4.9,4.21,4.62,M135,R,C
141683,P1000002,M114,-33.9027088,151.1443231,2023-06-12,4.41,4.62,4.69,4.72,4.72,4.76,M135,R,C
141750,P1000073,M130,-33.8513269,151.0609753,2023-02-18,4.36,4.36,4.27,4.36,4.18,4.55,M135,R,C
141764,P1000073,M130,-33.8513269,151.0609753,2023-06-16,4.26,4.2,4.06,4.54,4.4,4.57,M135,R,C
141769,P1000073,M130,-33.8513269,151.0609753,2023-08-17,4.22,4.22,3.96,4.67,4.44,4.44,M135,R,C
141804,P1000002,M114,-33.9027088,151.1443231,2023-04-08,4.5,4.21,4.57,4.79,4.36,4.79,M135,R,C
141921,P1000002,M103,-33.82763,151.08623,2023-07-10,3.69,3.92,3.94,4.56,4.28,4.67,M135,R,C
142030,P1000073,M130,-33.8513269,151.0609753,2023-08-13,4.38,4.38,4.5,4.75,4.88,4.38,M135,R,C
142035,P1000073,M130,-33.8513269,151.0609753,2022-09-13,4.0,4.0,4.0,4.43,4.29,4.14,M135,R,C
142080,P1013156,M127,-33.88839,151.12242,2023-08-13,4.45,4.62,4.21,4.83,4.81,4.74,M135,R,C
142211,P1000073,M130,-33.8513269,151.0609753,2023-08-07,4.06,3.88,3.53,4.71,4.06,4.35,M135,R,C
142292,P1000073,M130,-33.8513269,151.0609753,2023-05-13,4.5,4.13,3.88,4.88,4.25,4.0,M135,R,C
142540,P1000073,M136,-33.86076,151.08065,2023-03-01,5.0,4.0,5.0,5.0,5.0,4.0,M135,R,C
142541,P1000073,M136,-33.86076,151.08065,2022-11-05,4.25,3.75,4.0,5.0,4.75,4.75,M135,R,C
142847,P1000002,M114,-33.9027088,151.1443231,2023-08-16,3.9,4.0,4.1,4.9,4.5,4.9,M135,R,C
142891,P1000002,M114,-33.9027088,151.1443231,2023-08-18,4.71,4.36,4.71,4.57,4.64,4.64,M135,R,C
142909,P1000002,M114,-33.9027088,151.1443231,2023-03-06,3.64,3.43,3.86,4.36,3.71,4.5,M135,R,C
142933,P1000073,M130,-33.8513269,151.0609753,2023-08-17,4.17,3.92,3.75,4.42,4.08,4.17,M135,R,C
142941,P1000073,M130,-33.8513269,151.0609753,2023-04-11,4.75,4.5,4.25,5.0,5.0,4.5,M135,R,C
143071,P1000002,M114,-33.9027088,151.1443231,2023-01-02,4.44,4.33,4.44,4.56,4.56,4.56,M135,R,C
143171,P1000002,M114,-33.9027088,151.1443231,2023-08-06,4.46,4.46,4.62,4.69,4.31,4.46,M135,R,C
143249,P1000002,M114,-33.9027088,151.1443231,2023-08-23,4.14,3.64,4.21,4.14,4.57,4.21,M135,R,C
143277,P1000107,M130,-33.8513269,151.0609753,2023-09-02,4.88,4.76,4.71,4.97,4.97,4.91,M135,R,C
143407,P1000009,M130,-33.8513269,151.0609753,2023-08-18,4.6,4.65,4.53,4.43,4.8,4.83,M135,R,C
143421,P1000009,M130,-33.8513269,151.0609753,2023-05-07,4.54,4.62,4.46,4.69,4.69,4.77,M135,R,C
143422,P1000107,M130,-33.8513269,151.0609753,2023-07-31,4.93,4.79,4.93,4.93,5.0,5.0,M135,R,C
143426,P1000009,M114,-33.9027088,151.1443231,2023-08-19,4.6,4.5,4.55,4.65,4.8,4.7,M135,R,C
143455,P1000002,M127,-33.88839,151.12242,2023-06-29,4.68,4.45,4.59,4.82,4.23,4.86,M135,R,C
143464,P1000009,M130,-33.8513269,151.0609753,2023-08-21,4.75,4.7,4.65,4.7,4.75,4.85,M135,R,C
143477,P1000009,M136,-33.86076,151.08065,2023-08-13,4.48,4.31,4.24,4.69,4.59,4.62,M135,R,C
143679,P1000009,M114,-33.9027088,151.1443231,2023-03-17,4.57,4.43,4.14,4.86,4.86,5.0,M135,R,C
143696,P1000107,M130,-33.8513269,151.0609753,2023-08-22,4.86,4.62,4.67,4.95,5.0,4.9,M135,R,C
143729,P1000391,M130,-33.8513269,151.0609753,2023-08-30,4.82,4.8,4.73,4.8,4.86,4.84,M135,R,C
143884,P1000009,M114,-33.9027088,151.1443231,2023-08-07,4.58,4.42,4.92,4.5,4.67,4.92,M135,R,C
143978,P1000009,M103,-33.82763,151.08623,2023-06-10,5.0,4.8,4.6,5.0,4.8,4.8,M135,R,C
144087,P1000002,M114,-33.9027088,151.1443231,2023-08-11,4.09,4.09,4.55,4.36,3.82,4.36,M135,R,C
144088,P1000002,M114,-33.9027088,151.1443231,2023-08-06,3.63,4.0,4.5,5.0,3.5,4.75,M135,R,C
144089,P1000002,M103,-33.82763,151.08623,2023-06-21,4.73,4.67,4.6,5.0,4.4,5.0,M135,R,C
144154,P1000002,M114,-33.9027088,151.1443231,2023-08-23,4.78,4.61,4.78,4.5,4.5,4.89,M135,R,C
144541,P1000107,M114,-33.9027088,151.1443231,2023-01-23,4.71,4.57,4.71,5.0,4.86,4.71,M135,R,C
144584,P1000391,M136,-33.86076,151.08065,2023-08-30,4.79,4.81,4.83,4.94,4.94,4.77,M135,R,C
144588,P1000009,M114,-33.9027088,151.1443231,2023-02-25,4.2,4.2,4.4,4.8,4.8,4.4,M135,R,C
144814,P1000349,M103,-33.82763,151.08623,2023-01-03,5.0,5.0,4.0,5.0,3.0,5.0,M135,R,C
145020,P1000002,M114,-33.9027088,151.1443231,2023-08-31,4.67,4.67,4.75,4.83,4.67,4.83,M135,R,C
145026,P1013156,M136,-33.86076,151.08065,2023-08-29,4.52,4.52,4.48,4.78,4.7,4.41,M135,R,C
145052,P1000349,M130,-33.8513269,151.0609753,2022-12-27,3.0,3.0,3.0,1.0,2.0,4.0,M135,R,C
145066,P1000049,M103,-33.82763,151.08623,2023-08-20,4.5,4.0,4.42,4.58,4.75,4.25,M135,R,C
145068,P1000049,M130,-33.8513269,151.0609753,2023-08-21,4.86,4.71,4.89,4.79,4.86,4.82,M135,R,C
145186,P1000107,M130,-33.8513269,151.0609753,2023-08-27,4.55,4.64,4.45,4.73,4.82,4.64,M135,R,C
145388,P1000002,M114,-33.9027088,151.1443231,2023-08-23,4.83,4.83,4.89,4.89,4.78,4.78,M135,R,C
145394,P1000002,M114,-33.9027088,151.1443231,2023-08-07,4.36,4.5,4.36,4.57,4.57,4.71,M135,R,C
145399,P1000009,M130,-33.8513269,151.0609753,2023-03-21,4.67,4.67,4.67,5.0,5.0,4.33,M135,R,C
145693,P1000002,M114,-33.9027088,151.1443231,2023-07-27,4.73,4.55,4.55,5.0,4.73,5.0,M135,R,C
145703,P1000009,M130,-33.8513269,151.0609753,2023-08-21,5.0,4.67,5.0,5.0,5.0,5.0,M135,R,C
145816,P1000049,M130,-33.8513269,151.0609753,2023-09-03,4.73,4.45,4.82,4.82,4.64,5.0,M135,R,C
145865,P1000349,M103,-33.82763,151.08623,2023-07-22,3.67,3.33,3.0,3.0,3.33,4.0,M135,R,C
146070,P1000684,M114,-33.9027088,151.1443231,2023-08-22,4.33,4.33,3.67,4.67,4.33,4.67,M135,R,C
146078,P1000073,M130,-33.8513269,151.0609753,2023-08-22,4.22,4.22,3.44,4.89,4.67,4.56,M135,R,C
146138,P1000073,M130,-33.8513269,151.0609753,2023-06-15,3.5,4.0,3.0,4.5,4.0,4.0,M135,R,C
146144,P1000073,M130,-33.8513269,151.0609753,2023-07-24,4.75,4.75,4.5,4.75,5.0,4.75,M135,R,C
146148,P1000073,M130,-33.8513269,151.0609753,2023-07-15,4.4,4.0,4.4,4.6,5.0,4.8,M135,R,C
146150,P1000073,M130,-33.8513269,151.0609753,2023-08-08,4.71,5.0,4.29,4.86,4.43,4.86,M135,R,C
146155,P1000073,M130,-33.8513269,151.0609753,2023-07-20,3.5,3.0,3.0,5.0,5.0,5.0,M135,R,C
146157,P1000073,M130,-33.8513269,151.0609753,2023-08-21,4.25,4.5,4.0,4.75,4.5,4.5,M135,R,C
146164,P1000073,M130,-33.8513269,151.0609753,2023-06-07,4.0,5.0,4.0,5.0,4.0,5.0,M135,R,C
146165,P1000073,M136,-33.86076,151.08065,2023-07-11,4.75,4.75,4.5,4.75,4.75,5.0,M135,R,C
146172,P1000073,M136,-33.86076,151.08065,2023-08-21,4.43,4.57,4.29,4.43,4.71,4.71,M135,R,C
146187,P1000073,M130,-33.8513269,151.0609753,2023-04-05,4.0,3.0,3.0,4.0,3.0,4.0,M135,R,C
146198,P1000073,M130,-33.8513269,151.0609753,2023-08-20,4.0,4.0,4.0,5.0,5.0,5.0,M135,R,C
146291,P1000684,M114,-33.9027088,151.1443231,2023-08-30,4.56,4.69,4.63,4.94,5.0,4.81,M135,R,C
146366,P1000349,M130,-33.8513269,151.0609753,2023-08-21,5.0,5.0,5.0,4.5,5.0,5.0,M135,R,C
146392,P1000009,M114,-33.9027088,151.1443231,2023-07-15,3.88,3.63,4.75,4.38,4.38,4.25,M135,R,C
146451,P1000009,M130,-33.8513269,151.0609753,2023-06-18,5.0,5.0,4.0,4.0,5.0,5.0,M135,R,C
146455,P1000009,M127,-33.88839,151.12242,2023-08-04,4.6,4.4,4.6,4.8,4.6,4.8,M135,R,C
146659,P1000349,M103,-33.82763,151.08623,2023-07-09,3.0,3.0,4.0,3.0,2.0,4.0,M135,R,C
146682,P1000391,M127,-33.88839,151.12242,2023-09-03,4.15,4.38,4.77,4.77,4.62,4.38,M135,R,C
146746,P1000049,M103,-33.82763,151.08623,2023-06-29,4.25,4.0,4.0,5.0,4.75,3.75,M135,R,C
146793,P1000049,M103,-33.82763,151.08623,2023-08-25,3.6,3.4,4.0,3.4,4.4,3.8,M135,R,C
146802,P1000009,M130,-33.8513269,151.0609753,2023-05-29,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
146805,P1000009,M130,-33.8513269,151.0609753,2023-08-21,4.25,4.25,3.75,5.0,5.0,4.75,M135,R,C
146885,P1000077,M130,-33.8513269,151.0609753,2023-08-11,4.9,4.6,4.8,4.9,5.0,4.8,M135,R,C
146900,P1000107,M114,-33.9027088,151.1443231,2023-09-01,4.91,5.0,4.91,4.64,5.0,5.0,M135,R,C
146986,P1000009,M130,-33.8513269,151.0609753,2023-07-08,5.0,4.0,5.0,4.0,5.0,5.0,M135,R,C
147028,P1000349,M103,-33.82763,151.08623,2023-08-05,5.0,5.0,5.0,5.0,5.0,5.0,M135,R,C
147074,P1000391,M103,-33.82763,151.08623,2023-08-05,5.0,5.0,4.67,4.67,5.0,5.0,M135,R,C
147157,P1000002,M114,-33.9027088,151.1443231,2023-07-24,3.0,4.0,3.5,3.0,3.5,4.5,M135,R,C
147158,P1000002,M114,-33.9027088,151.1443231,2023-07-12,1.0,2.0,4.0,1.0,1.0,4.0,M135,R,C
147219,P1000684,M127,-33.88839,151.12242,2023-08-25,4.25,4.5,4.0,4.75,4.75,4.75,M135,R,C
148167,P1000107,M114,-33.9027088,151.1443231,2023-04-21,4.91,4.85,4.91,4.97,4.98,4.89,M135,R,C
153867,P1000002,M103,-33.82763,151.08623,2023-05-28,4.58,4.55,4.76,4.5,4.55,4.87,M135,R,C
157575,P1000002,M103,-33.82763,151.08623,2023-02-12,4.2,4.47,4.1,4.9,4.57,4.77,M135,R,C
157739,P1000002,M114,-33.9027088,151.1443231,2023-03-18,4.06,4.0,4.22,4.44,4.11,4.39,M135,R,C
157744,P1000002,M114,-33.9027088,151.1443231,2023-03-06,4.34,4.29,4.42,4.47,4.29,4.61,M135,R,C
157747,P1000002,M114,-33.9027088,151.1443231,2023-03-08,4.26,4.15,4.07,4.7,4.41,4.74,M135,R,C
157859,P1000002,M114,-33.9027088,151.1443231,2023-05-08,4.73,4.64,4.65,4.75,4.62,4.84,M135,R,C
157860,P1000002,M114,-33.9027088,151.1443231,2023-04-28,3.95,3.95,4.32,4.21,4.37,4.42,M135,R,C
157931,P1000002,M114,-33.9027088,151.1443231,2023-05-10,4.49,4.6,4.57,4.68,4.53,4.79,M135,R,C
158661,P1000002,M114,-33.9027088,151.1443231,2023-05-06,4.4,4.38,4.57,4.81,4.67,4.67,M135,R,C
158665,P1000002,M114,-33.9027088,151.1443231,2022-06-16,4.15,4.31,4.46,4.85,4.23,4.77,M135,R,C
158666,P1000002,M114,-33.9027088,151.1443231,2023-05-28,4.53,4.43,4.7,4.53,4.57,4.73,M135,R,C
158780,P1000073,M130,-33.8513269,151.0609753,2023-03-06,4.37,4.44,4.22,4.67,4.41,4.52,M135,R,C
158782,P1000073,M130,-33.8513269,151.0609753,2023-03-24,4.37,4.41,4.15,4.74,4.37,4.44,M135,R,C
158792,P1000073,M130,-33.8513269,151.0609753,2023-04-24,4.3,4.7,4.1,4.7,4.6,4.5,M135,R,C
158811,P1000073,M103,-33.82763,151.08623,2023-05-11,4.03,4.13,3.71,4.61,4.24,4.68,M135,R,C
159171,P1000002,M114,-33.9027088,151.1443231,2023-02-20,4.67,4.4,4.33,4.6,4.33,4.8,M135,R,C
159435,P1000002,M114,-33.9027088,151.1443231,2023-04-05,3.76,3.7,3.59,4.35,3.78,4.32,M135,R,C
159436,P1000073,M130,-33.8513269,151.0609753,2023-02-18,4.36,4.36,4.27,4.36,4.18,4.55,M135,R,C
159453,P1000073,M130,-33.8513269,151.0609753,2023-05-03,4.25,4.22,4.06,4.5,4.34,4.59,M135,R,C
159454,P1000002,M114,-33.9027088,151.1443231,2023-03-27,4.15,3.93,4.15,4.89,4.15,4.59,M135,R,C
159455,P1000002,M114,-33.9027088,151.1443231,2023-04-16,4.39,4.61,4.68,4.71,4.71,4.75,M135,R,C
159457,P1000073,M130,-33.8513269,151.0609753,2023-04-29,4.27,4.23,4.0,4.73,4.45,4.55,M135,R,C
159491,P1000002,M114,-33.9027088,151.1443231,2023-04-08,4.5,4.21,4.57,4.79,4.36,4.79,M135,R,C
159580,P1000002,M103,-33.82763,151.08623,2023-05-10,3.71,3.94,3.97,4.54,4.37,4.66,M135,R,C
159582,P1000073,M136,-33.86076,151.08065,2023-03-23,3.8,3.87,3.73,4.2,3.8,4.07,M135,R,C
159667,P1013156,M127,-33.88839,151.12242,2023-05-20,4.34,4.57,4.06,4.8,4.8,4.74,M135,R,C
