,serviceid,providerid,timestamp,microcell,latitude,longitude,speed,throughput,bandwidth,coverage,reliability,security,latency,currect_microcell
9303,139137,P1000073,2023-08-09,M104,-33.864532,151.207611,4.47,4.59,4.47,4.66,4.64,4.81,4.29,M104
9304,139142,P1000073,2023-08-07,M104,-33.864532,151.207611,4.39,4.48,4.09,4.56,4.37,4.8,4.26,M104
9305,139144,P1004565,2023-07-23,M112,-34.0380304,151.1166316,4.48,4.63,4.65,4.85,4.96,4.56,4.24,M112
9306,139145,P1000033,2023-06-23,M109,-33.92552,151.25489,4.33,4.45,4.18,4.87,4.85,4.75,4.27,M109
9307,139146,P1004513,2023-08-31,M134,-33.96857,151.12367,4.86,4.89,4.97,4.9,4.99,4.85,4.81,M134
9308,139148,P1002553,2023-08-17,M118,-33.716291,151.1083268,4.5,4.56,4.42,4.47,4.69,4.67,4.47,M118
9309,139158,P1005384,2019-12-07,M119,-33.88101,151.22511,4.0,4.5,4.5,5.0,4.0,5.0,4.0,M119
9310,139165,P1002195,2023-06-26,M138,-33.80839,150.98594,4.22,4.44,4.2,4.18,4.56,4.5,4.31,M138
9311,139170,P1002645,2023-04-05,M110,-33.828972923308115,151.2163312332427,3.29,3.57,3.14,4.43,4.21,4.43,3.43,M110
9312,139185,P1000074,2019-10-18,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
9313,139186,P1000129,2023-03-29,M108,-33.649899388892656,151.2796016585502,4.69,4.8,4.84,4.8,4.75,4.91,4.4,M108
9314,139197,P1000002,2023-05-11,M115,-33.75122,151.25772,4.42,4.42,4.69,4.81,4.54,4.81,4.42,M115
9315,139198,P1000073,2023-08-17,M104,-33.864532,151.207611,4.27,4.46,4.3,4.62,4.46,4.86,4.29,M104
9316,139199,P1000288,2023-07-25,M104,-33.864532,151.207611,4.8,4.6,4.4,5.0,5.0,5.0,4.6,M104
9317,139200,P1000073,2023-08-19,M104,-33.864532,151.207611,4.64,4.69,4.5,4.79,4.72,4.89,4.66,M104
9318,139203,P1004003,2023-08-24,M115,-33.75122,151.25772,4.69,4.76,4.53,4.88,4.82,4.9,4.67,M115
9319,139209,P1000073,2023-08-20,M104,-33.864532,151.207611,4.5,4.74,4.34,4.76,4.67,4.92,4.54,M104
9320,139216,P1000073,2023-08-22,M104,-33.864532,151.207611,4.28,4.37,4.07,4.68,4.44,4.78,4.13,M104
9321,139217,P1000048,2019-10-07,M108,-33.649899388892656,151.2796016585502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M108
9322,139218,P1000129,2022-11-12,M108,-33.649899388892656,151.2796016585502,4.39,4.64,4.19,4.81,4.67,4.69,4.19,M108
9323,139220,P1000332,2021-05-30,M131,-33.8388,151.23511,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M131
9324,139223,P1000129,2022-01-16,M108,-33.649899388892656,151.2796016585502,5.0,3.33,3.67,5.0,5.0,5.0,3.33,M108
9325,139229,P1000965,2023-08-20,M114,-33.91571,151.17268,4.48,4.55,4.74,4.75,4.83,4.74,4.55,M114
9326,139230,P1001163,2023-08-21,M110,-33.828972923308115,151.2163312332427,4.86,4.89,4.89,4.89,4.92,4.96,4.71,M110
9327,139233,P1000074,2020-01-10,M110,-33.828972923308115,151.2163312332427,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M110
9328,139234,P1003910,2023-09-03,M104,-33.864532,151.207611,4.8,4.93,4.85,4.85,4.89,4.9,4.65,M104
9329,139236,P1000187,2020-08-22,M117,-33.94207,151.22432,4.67,5.0,4.67,5.0,5.0,4.67,4.67,M117
9330,139251,P1000002,2023-08-02,M104,-33.864532,151.207611,3.42,3.73,3.42,4.35,4.0,4.62,3.46,M104
9331,139270,P1000332,2023-08-19,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
9332,139273,P1000106,2020-03-17,M103,-33.82763,151.08623,4.75,4.75,4.88,5.0,4.75,4.63,4.63,M103
9333,139276,P1000073,2023-08-21,M104,-33.864532,151.207611,4.32,4.44,4.16,4.59,4.46,4.76,4.35,M104
9334,139281,P1000017,2023-01-06,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M102
9335,139283,P1000073,2023-07-17,M104,-33.864532,151.207611,4.19,4.34,4.05,4.53,4.41,4.67,4.29,M104
9336,139284,P1000073,2023-08-14,M104,-33.864532,151.207611,4.34,4.47,4.26,4.84,4.61,4.91,4.34,M104
9337,139287,P1000017,2023-08-13,M102,-33.89055,151.27523,4.21,4.38,4.35,4.75,4.73,4.92,4.23,M102
9338,139289,P1001430,2023-07-08,M120,-33.94157370178417,150.79405669122934,4.42,4.25,4.21,4.54,4.75,4.5,4.08,M120
9339,139290,P1004966,2022-01-30,M108,-33.649899388892656,151.2796016585502,4.84,4.84,4.77,5.0,5.0,4.89,4.57,M108
9340,139291,P1001573,2023-09-02,M104,-33.864532,151.207611,4.88,4.87,4.81,4.92,4.98,4.89,4.8,M104
9341,139295,P1000073,2023-08-08,M104,-33.864532,151.207611,4.4,4.6,4.4,4.73,4.9,4.87,4.47,M104
9342,139296,P1000073,2023-08-05,M104,-33.864532,151.207611,4.34,4.66,4.16,4.58,4.55,4.89,4.34,M104
9343,139303,P1008246,2019-12-07,M116,-33.79716,151.06479,5.0,5.0,4.75,4.0,5.0,4.75,4.75,M116
9344,139314,P1000198,2023-08-20,M102,-33.89055,151.27523,4.76,4.76,4.7,4.85,4.88,4.84,4.66,M102
9345,139315,P1000187,2020-08-22,M129,-33.9279519,151.1552776,4.2,3.8,3.6,4.2,4.0,4.4,4.0,M129
9346,139319,P1001039,2023-09-03,M126,-33.92749,151.12542,4.82,4.84,4.85,4.94,4.94,4.74,4.84,M126
9347,139326,P1000469,2023-08-07,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,4.88,5.0,4.38,M105
9348,139327,P1000424,2023-03-19,M104,-33.864532,151.207611,4.72,4.7,4.77,4.79,4.89,4.89,4.66,M104
9349,139331,P1008459,2023-08-28,M137,-33.88098835077109,151.16864655312318,4.86,4.92,4.88,4.96,4.94,4.95,4.88,M137
9350,139337,P1000076,2023-01-10,M109,-33.92552,151.25489,3.33,4.67,4.67,3.67,3.67,5.0,3.33,M109
9351,139347,P1000440,2023-08-25,M128,-33.78071975708008,151.11386108398438,4.75,4.9,4.65,4.85,4.85,4.68,4.8,M128
9352,139349,P1008721,2021-03-06,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
9353,139351,P1000055,2023-06-27,M102,-33.89055,151.27523,4.62,4.46,4.23,4.62,4.62,5.0,4.23,M102
9354,139362,P1000002,2023-06-05,M104,-33.864532,151.207611,4.49,4.68,4.57,4.92,4.75,4.79,4.43,M104
9355,139368,P1006104,2023-08-14,M102,-33.89055,151.27523,4.89,4.87,4.8,4.92,4.97,4.95,4.7,M102
9356,139382,P1000382,2023-09-02,M104,-33.864532,151.207611,4.81,4.87,4.87,4.96,4.94,4.93,4.76,M104
9357,139385,P1000351,2023-08-29,M104,-33.864532,151.207611,4.5,4.4,4.0,5.0,5.0,5.0,4.4,M104
9358,139388,P1001755,2021-02-08,M128,-33.78071975708008,151.11386108398438,4.79,5.0,4.86,4.71,5.0,4.86,4.93,M128
9359,139397,P1000002,2023-07-14,M125,-33.80662,151.15517,4.14,4.5,4.13,4.63,4.43,4.79,4.3,M125
9360,139399,P1000033,2023-07-20,M104,-33.864532,151.207611,4.85,4.88,4.63,4.88,4.91,4.96,4.73,M104
9361,139415,P1000382,2023-08-08,M104,-33.864532,151.207611,4.86,4.92,4.82,4.92,4.97,4.99,4.75,M104
9362,139422,P1000033,2023-04-14,M104,-33.864532,151.207611,4.11,4.31,4.15,4.33,4.16,4.89,4.2,M104
9363,139437,P1000288,2023-07-15,M127,-33.8909571,151.1195413,4.56,4.82,4.62,4.92,4.85,4.83,4.5,M127
9364,139447,P1006032,2020-07-15,M104,-33.864532,151.207611,4.0,5.0,4.5,5.0,4.5,5.0,4.5,M104
9365,139452,P1001865,2020-01-04,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M102
9366,139469,P1000288,2023-08-18,M127,-33.8909571,151.1195413,4.6,4.75,4.45,4.82,4.85,4.78,4.49,M127
9367,139481,P1000002,2023-08-14,M105,-33.79585,151.28527,4.32,4.46,4.04,4.45,4.48,4.9,4.25,M105
9368,139483,P1000002,2023-08-09,M104,-33.864532,151.207611,4.58,4.69,4.62,4.6,4.58,4.77,4.31,M104
9369,139488,P1013088,2021-11-21,M118,-33.716291,151.1083268,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M118
9370,139490,P1000002,2023-08-25,M137,-33.88098835077109,151.16864655312318,4.66,4.7,4.15,4.94,4.45,4.96,4.51,M137
9371,139496,P1003203,2020-01-05,M132,-33.95896,151.02309,5.0,4.0,4.0,5.0,5.0,4.0,4.0,M132
9372,139498,P1000503,2023-01-03,M102,-33.89055,151.27523,4.33,5.0,4.33,5.0,5.0,5.0,4.33,M102
9373,139501,P1000002,2023-06-12,M102,-33.89055,151.27523,4.13,4.32,4.11,4.77,4.41,4.89,4.04,M102
9374,139503,P1000129,2020-01-03,M108,-33.649899388892656,151.2796016585502,4.5,4.5,5.0,5.0,5.0,5.0,4.5,M108
9375,139509,P1000453,2023-09-03,M104,-33.864532,151.207611,4.42,4.53,4.23,4.81,4.81,4.83,4.23,M104
9376,139510,P1000453,2023-05-05,M104,-33.864532,151.207611,4.13,4.28,4.28,4.47,4.63,4.69,3.94,M104
9377,139517,P1000351,2023-05-13,M109,-33.92552,151.25489,4.83,4.67,4.92,4.67,5.0,4.83,4.58,M109
9378,139518,P1000112,2022-11-20,M134,-33.96857,151.12367,5.0,5.0,4.83,5.0,5.0,5.0,4.83,M134
9379,139526,P1000016,2022-09-25,M130,-33.8513269,151.0609753,4.56,4.76,4.56,4.82,4.91,4.76,4.53,M130
9380,139535,P1003203,2020-08-23,M130,-33.8513269,151.0609753,5.0,5.0,4.5,5.0,5.0,5.0,4.0,M130
9381,139538,P1000133,2020-12-13,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,4.83,M115
9382,139540,P1000841,2023-08-06,M105,-33.79585,151.28527,4.62,4.74,4.53,4.74,4.71,4.85,4.41,M105
9383,139541,P1000155,2023-08-10,M104,-33.864532,151.207611,4.55,4.7,4.4,4.8,4.63,4.9,4.53,M104
9384,139546,P1000155,2023-08-11,M104,-33.864532,151.207611,4.64,4.72,4.47,4.81,4.58,4.97,4.83,M104
9385,139548,P1000155,2023-08-21,M104,-33.864532,151.207611,4.68,4.87,4.4,4.6,4.68,4.94,4.75,M104
9386,139552,P1000155,2023-08-17,M104,-33.864532,151.207611,4.57,4.68,4.59,4.55,4.54,4.8,4.48,M104
9387,139559,P1000434,2023-08-01,M104,-33.864532,151.207611,4.81,4.8,4.8,4.97,4.92,4.98,4.66,M104
9388,139563,P1008394,2020-01-18,M131,-33.8388,151.23511,5.0,4.67,5.0,5.0,4.67,5.0,5.0,M131
9389,139566,P1000196,2020-07-07,M113,-33.8017879,151.1765299,4.67,4.67,4.67,4.44,4.67,4.89,4.67,M113
9390,139568,P1001806,2023-08-28,M128,-33.78071975708008,151.11386108398438,4.65,4.68,4.56,4.66,4.75,4.77,4.59,M128
9391,139569,P1000196,2020-03-06,M113,-33.8017879,151.1765299,4.33,4.33,4.0,4.67,5.0,4.67,4.33,M113
9392,139572,P1000016,2023-04-06,M130,-33.8513269,151.0609753,4.37,4.57,4.34,4.81,4.94,4.83,4.44,M130
9393,139575,P1006756,2020-04-30,M117,-33.94207,151.22432,4.9,5.0,4.95,4.81,4.95,4.95,4.86,M117
9394,139582,P1000002,2023-08-01,M104,-33.864532,151.207611,4.0,4.34,4.03,4.31,4.21,4.66,3.93,M104
9395,139583,P1000998,2023-09-01,M109,-33.92552,151.25489,4.4,4.65,4.1,4.65,4.68,4.81,4.48,M109
9396,139595,P1000002,2023-04-28,M115,-33.75122,151.25772,4.41,4.41,3.95,4.68,4.23,4.77,4.23,M115
9397,139603,P1000002,2023-07-22,M104,-33.864532,151.207611,4.14,4.54,4.16,4.48,4.4,4.66,4.3,M104
9398,139604,P1000351,2023-08-17,M102,-33.89055,151.27523,4.54,4.61,4.48,4.9,4.86,5.0,4.51,M102
9399,139605,P1000469,2023-04-15,M105,-33.79585,151.28527,4.55,4.82,4.64,4.73,4.64,5.0,4.36,M105
9400,139609,P1000076,2020-02-06,M119,-33.88101,151.22511,4.5,5.0,4.0,5.0,4.5,5.0,4.5,M119
9401,139614,P1001940,2023-07-20,M109,-33.92552,151.25489,4.73,4.79,4.55,4.87,4.96,4.89,4.66,M109
9402,139616,P1000971,2023-08-11,M137,-33.88098835077109,151.16864655312318,4.39,4.41,4.12,4.71,4.72,4.94,4.34,M137
9403,139618,P1008246,2019-11-21,M133,-33.9410801,151.100121,4.5,5.0,4.5,5.0,5.0,5.0,4.75,M133
9404,139619,P1000469,2020-01-05,M119,-33.88101,151.22511,5.0,4.0,5.0,5.0,5.0,5.0,4.0,M119
9405,139621,P1000196,2021-06-11,M113,-33.8017879,151.1765299,4.38,4.63,4.88,4.5,4.25,4.38,4.25,M113
9406,139623,P1000382,2023-08-30,M109,-33.92552,151.25489,4.88,4.89,4.82,4.96,4.96,4.96,4.74,M109
9407,139626,P1000017,2020-07-12,M104,-33.864532,151.207611,4.5,4.17,4.83,4.5,4.67,5.0,4.67,M104
9408,139630,P1000501,2019-12-17,M109,-33.92552,151.25489,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M109
9409,139645,P1000076,2023-04-11,M119,-33.88101,151.22511,4.64,4.36,4.45,4.64,4.36,5.0,4.64,M119
9410,139648,P1000095,2023-04-30,M108,-33.649899388892656,151.2796016585502,4.7,4.8,4.7,5.0,4.9,5.0,4.8,M108
9411,139652,P1000841,2023-04-23,M116,-33.79716,151.06479,4.59,4.67,4.54,4.85,4.87,4.92,4.59,M116
9412,139654,P1000747,2020-12-24,M104,-33.864532,151.207611,3.67,4.67,4.67,4.67,3.67,5.0,3.67,M104
9413,139657,P1000076,2020-04-11,M104,-33.864532,151.207611,5.0,4.78,4.89,5.0,4.78,5.0,4.56,M104
9414,139658,P1000747,2023-03-01,M104,-33.864532,151.207611,5.0,5.0,4.5,5.0,5.0,5.0,5.0,M104
9415,139661,P1000747,2023-02-18,M104,-33.864532,151.207611,4.67,4.33,4.33,4.0,4.33,4.67,4.67,M104
9416,139670,P1000747,2022-07-25,M104,-33.864532,151.207611,4.0,4.25,4.25,3.63,4.25,4.88,4.0,M104
9417,139673,P1000747,2023-06-02,M104,-33.864532,151.207611,4.58,4.75,4.92,4.0,4.75,4.92,4.58,M104
9418,139678,P1000747,2023-08-21,M104,-33.864532,151.207611,4.3,4.8,4.8,4.2,4.4,4.8,4.5,M104
9419,139694,P1000076,2023-04-07,M109,-33.92552,151.25489,4.79,5.0,4.57,5.0,4.79,4.93,4.57,M109
9420,139698,P1007371,2021-06-20,M110,-33.828972923308115,151.2163312332427,4.47,4.6,4.67,4.87,5.0,4.87,4.53,M110
9421,139711,P1001605,2023-03-12,M135,-33.87585,151.10469,4.95,5.0,4.86,4.91,4.95,4.95,4.77,M135
9422,139718,P1000129,2019-12-31,M115,-33.75122,151.25772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M115
9423,139722,P1011510,2020-01-09,M115,-33.75122,151.25772,4.4,5.0,4.4,4.2,4.2,4.6,4.6,M115
9424,139734,P1000998,2023-09-01,M104,-33.864532,151.207611,4.53,4.64,4.34,4.83,4.74,4.84,4.58,M104
9425,139735,P1006884,2020-01-01,M102,-33.89055,151.27523,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M102
9426,139741,P1000690,2023-08-21,M104,-33.864532,151.207611,4.61,4.68,4.68,4.37,4.85,4.76,4.54,M104
9427,139748,P1000076,2023-08-24,M119,-33.88101,151.22511,4.62,4.62,4.31,4.85,4.85,4.62,4.31,M119
9428,139753,P1000747,2022-09-03,M104,-33.864532,151.207611,4.43,4.29,4.43,4.29,4.43,4.43,4.43,M104
9429,139755,P1006756,2020-03-16,M104,-33.864532,151.207611,4.65,4.65,4.65,4.82,4.82,4.94,4.65,M104
9430,139758,P1000747,2023-07-30,M104,-33.864532,151.207611,4.0,4.33,4.5,4.33,4.67,5.0,3.83,M104
9431,139765,P1000076,2020-01-01,M102,-33.89055,151.27523,5.0,5.0,1.0,5.0,5.0,5.0,3.0,M102
9432,139786,P1006756,2020-03-22,M104,-33.864532,151.207611,4.63,4.94,4.94,4.81,4.88,4.94,4.44,M104
9433,139788,P1002597,2023-08-25,M104,-33.864532,151.207611,4.83,4.89,4.53,4.86,4.97,5.0,4.75,M104
9434,139790,P1000198,2020-03-05,M104,-33.864532,151.207611,3.4,3.6,4.0,4.8,4.0,4.6,3.0,M104
9435,139793,P1001623,2023-07-26,M132,-33.95896,151.02309,4.79,4.82,4.85,4.97,4.94,4.86,4.78,M132
9436,139796,P1001803,2022-01-03,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
9437,139798,P1000770,2023-08-30,M106,-33.73635045169837,150.71367952034564,4.88,4.91,4.94,4.94,4.93,4.72,4.83,M106
9438,139804,P1003989,2023-08-29,M111,-33.88391217035607,150.92970127242728,4.41,4.37,4.44,4.73,4.66,4.66,4.24,M111
9439,139808,P1000187,2020-03-22,M129,-33.9279519,151.1552776,3.33,3.33,3.33,4.67,3.33,4.67,3.33,M129
9440,139812,P1000288,2023-07-18,M104,-33.864532,151.207611,4.63,4.64,4.4,4.89,4.9,4.9,4.56,M104
9441,139813,P1000503,2023-08-16,M102,-33.89055,151.27523,4.63,4.65,4.56,4.94,4.94,5.0,4.5,M102
9442,139815,P1000055,2023-08-23,M104,-33.864532,151.207611,4.63,4.71,4.83,4.8,4.6,4.94,4.43,M104
9443,139829,P1000747,2023-08-14,M104,-33.864532,151.207611,4.75,4.75,4.75,4.75,4.5,5.0,4.75,M104
9444,139843,P1009196,2020-02-14,M104,-33.864532,151.207611,4.2,4.4,4.2,4.6,4.2,4.6,4.4,M104
9445,139857,P1002515,2023-08-20,M102,-33.89055,151.27523,4.85,4.86,4.79,4.91,4.89,4.84,4.7,M102
9446,139866,P1000074,2023-06-14,M104,-33.864532,151.207611,4.5,4.0,3.0,5.0,5.0,5.0,4.0,M104
9447,139875,P1002341,2023-04-25,M129,-33.9279519,151.1552776,4.33,4.42,4.25,4.17,4.83,4.58,4.17,M129
9448,139883,P1002687,2023-08-30,M104,-33.864532,151.207611,4.8,4.84,4.77,4.84,4.93,4.91,4.68,M104
9449,139889,P1006883,2020-02-15,M129,-33.9279519,151.1552776,5.0,4.5,4.0,5.0,5.0,5.0,4.0,M129
9450,139895,P1000055,2021-06-14,M109,-33.92552,151.25489,5.0,5.0,4.86,5.0,5.0,5.0,4.43,M109
9451,139913,P1000002,2023-05-20,M104,-33.864532,151.207611,3.96,4.15,4.04,3.94,4.27,4.48,3.92,M104
9452,139918,P1007507,2020-12-28,M118,-33.716291,151.1083268,4.5,5.0,4.5,5.0,5.0,4.5,5.0,M118
9453,139919,P1005478,2021-07-04,M136,-33.86999,151.08825,4.25,4.25,3.94,4.75,4.63,4.94,4.31,M136
9454,139938,P1000596,2020-01-02,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,4.0,M105
9455,139947,P1000002,2023-08-13,M105,-33.79585,151.28527,4.22,4.46,3.97,4.81,4.38,4.86,4.11,M105
9456,139948,P1000076,2023-05-12,M102,-33.89055,151.27523,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M102
9457,139949,P1000129,2019-12-29,M108,-33.649899388892656,151.2796016585502,5.0,5.0,3.0,5.0,5.0,5.0,5.0,M108
9458,139950,P1000048,2022-12-11,M108,-33.649899388892656,151.2796016585502,5.0,5.0,4.67,5.0,5.0,5.0,4.5,M108
9459,139954,P1000002,2023-08-07,M139,-33.83563,151.14687,4.56,4.77,4.72,4.81,4.74,4.95,4.4,M139
9460,139976,P1002784,2021-06-04,M104,-33.864532,151.207611,4.76,4.9,4.76,5.0,4.81,4.9,4.81,M104
9461,139977,P1001623,2023-05-19,M121,-34.06962515485486,150.78094538396644,4.68,4.81,4.66,4.87,4.95,4.9,4.73,M121
9462,139988,P1002071,2023-07-18,M128,-33.78071975708008,151.11386108398438,4.45,4.39,4.55,4.18,4.33,4.7,4.39,M128
9463,139992,P1001221,2023-07-23,M117,-33.94207,151.22432,4.71,4.73,4.59,4.88,4.76,4.63,4.6,M117
9464,140000,P1013016,2020-01-24,M135,-33.87585,151.10469,3.0,3.0,2.0,5.0,4.0,4.0,3.0,M135
9465,140006,P1000002,2023-08-07,M114,-33.91571,151.17268,4.28,4.53,4.43,4.43,4.18,4.5,4.2,M114
9466,140007,P1000076,2020-01-02,M131,-33.8388,151.23511,5.0,5.0,4.0,5.0,5.0,5.0,5.0,M131
9467,140008,P1000002,2023-08-23,M114,-33.91571,151.17268,4.29,4.54,4.11,4.68,4.36,4.75,4.18,M114
9468,140018,P1000076,2023-08-20,M119,-33.88101,151.22511,4.36,4.34,4.4,4.6,4.55,4.81,4.28,M119
9469,140031,P1009196,2020-02-09,M135,-33.87585,151.10469,4.6,4.6,4.0,4.2,4.4,4.8,4.6,M135
9470,140034,P1000821,2023-08-23,M102,-33.89055,151.27523,4.84,4.86,4.81,4.93,4.92,4.97,4.7,M102
9471,140037,P1004412,2023-05-31,M104,-33.864532,151.207611,4.85,4.74,4.3,4.96,4.89,5.0,4.63,M104
9472,140040,P1000633,2023-08-12,M104,-33.864532,151.207611,4.77,4.65,4.67,4.65,4.88,4.94,4.46,M104
9473,140043,P1000633,2023-02-20,M104,-33.864532,151.207611,4.42,4.67,4.67,4.75,4.83,4.92,4.5,M104
9474,140044,P1000469,2023-07-15,M105,-33.79585,151.28527,4.82,4.82,4.76,5.0,4.76,5.0,4.29,M105
9475,140054,P1001865,2023-08-17,M102,-33.89055,151.27523,4.88,4.86,4.86,4.97,4.98,4.84,4.61,M102
9476,140057,P1001221,2023-05-15,M117,-33.94207,151.22432,4.83,4.75,4.83,4.92,4.75,4.75,4.92,M117
9477,140070,P1006274,2023-08-30,M110,-33.828972923308115,151.2163312332427,4.56,4.71,4.33,4.89,4.92,4.72,4.74,M110
9478,140072,P1002739,2023-09-03,M102,-33.89055,151.27523,5.0,5.0,4.91,4.96,4.96,4.91,4.7,M102
9479,140082,P1000033,2023-07-31,M105,-33.79585,151.28527,4.46,4.7,4.46,4.65,4.77,4.77,4.49,M105
9480,140097,P1006968,2020-02-15,M104,-33.864532,151.207611,4.5,5.0,4.0,5.0,5.0,4.0,4.5,M104
9481,140103,P1000503,2023-08-08,M102,-33.89055,151.27523,4.5,4.56,4.35,4.85,4.97,4.82,4.38,M102
9482,140107,P1000106,2023-05-14,M109,-33.92552,151.25489,4.55,4.55,4.5,4.82,4.89,4.74,4.32,M109
9483,140139,P1000076,2022-11-23,M104,-33.864532,151.207611,4.4,4.7,4.4,3.9,4.5,4.9,4.4,M104
9484,140143,P1000002,2023-08-14,M114,-33.91571,151.17268,4.74,4.76,4.67,4.74,4.64,4.84,4.66,M114
9485,140150,P1006032,2020-06-07,M104,-33.864532,151.207611,4.88,4.94,4.88,4.88,5.0,4.88,4.76,M104
9486,140154,P1000002,2023-05-10,M114,-33.91571,151.17268,4.49,4.62,4.57,4.68,4.53,4.79,4.6,M114
9487,140162,P1000747,2023-08-18,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
9488,140163,P1001622,2021-06-19,M113,-33.8017879,151.1765299,4.57,4.64,4.36,4.86,5.0,4.93,4.79,M113
9489,140164,P1000187,2020-03-31,M129,-33.9279519,151.1552776,5.0,5.0,3.0,5.0,5.0,4.0,4.0,M129
9490,140165,P1001771,2023-09-03,M136,-33.86999,151.08825,4.9,4.92,4.89,4.81,4.97,4.65,4.85,M136
9491,140169,P1000469,2023-03-26,M105,-33.79585,151.28527,4.5,4.5,4.5,5.0,5.0,5.0,4.0,M105
9492,140170,P1000469,2023-01-15,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
9493,140174,P1000469,2023-04-10,M105,-33.79585,151.28527,4.88,4.63,4.75,5.0,5.0,4.88,4.0,M105
9494,140176,P1007581,2020-03-23,M103,-33.82763,151.08623,4.56,4.89,4.44,5.0,4.44,5.0,4.22,M103
9495,140177,P1000469,2023-03-05,M105,-33.79585,151.28527,4.86,5.0,4.86,5.0,5.0,5.0,4.29,M105
9496,140178,P1000469,2022-10-18,M105,-33.79585,151.28527,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M105
9497,140181,P1007335,2020-03-11,M109,-33.92552,151.25489,3.0,5.0,3.0,5.0,5.0,5.0,5.0,M109
9498,140183,P1003989,2023-06-27,M111,-33.88391217035607,150.92970127242728,4.49,4.47,4.47,4.77,4.74,4.58,4.4,M111
9499,140185,P1000469,2023-08-13,M105,-33.79585,151.28527,4.89,4.78,4.78,4.89,5.0,5.0,4.78,M105
9500,140186,P1007581,2020-02-23,M104,-33.864532,151.207611,4.0,3.0,3.0,2.0,3.0,5.0,3.0,M104
9501,140188,P1010105,2020-02-23,M137,-33.88098835077109,151.16864655312318,4.0,4.67,4.33,5.0,5.0,4.67,4.0,M137
9502,140189,P1003803,2023-08-29,M104,-33.864532,151.207611,4.7,4.75,4.6,4.9,4.75,4.8,4.65,M104
9503,140194,P1000076,2022-01-16,M119,-33.88101,151.22511,3.86,3.71,4.29,5.0,4.57,4.71,3.57,M119
9504,140196,P1003641,2023-08-30,M104,-33.864532,151.207611,4.94,4.94,4.97,4.91,4.91,4.91,4.82,M104
9505,140199,P1003641,2023-08-21,M104,-33.864532,151.207611,5.0,5.0,4.9,4.9,4.99,4.97,4.93,M104
9506,140210,P1013046,2020-01-10,M104,-33.864532,151.207611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,M104
9507,140212,P1000076,2023-08-27,M102,-33.89055,151.27523,4.76,4.65,4.65,4.56,4.71,4.82,4.53,M102
9508,140213,P1000193,2023-07-05,M104,-33.864532,151.207611,4.75,5.0,4.75,5.0,5.0,5.0,4.75,M104
9509,140217,P1003295,2023-07-02,M106,-33.73635045169837,150.71367952034564,5.0,5.0,5.0,5.0,5.0,5.0,4.88,M106
9510,140221,P1007418,2023-08-22,M130,-33.8513269,151.0609753,4.97,4.98,4.95,4.94,4.98,4.94,4.89,M130
9511,140225,P1000076,2021-11-06,M119,-33.88101,151.22511,4.8,4.93,4.93,4.93,4.8,5.0,4.6,M119
9512,140232,P1007335,2020-02-19,M109,-33.92552,151.25489,5.0,5.0,5.0,5.0,5.0,4.5,4.5,M109
9513,140239,P1000133,2021-01-25,M115,-33.75122,151.25772,4.5,4.0,4.0,5.0,5.0,5.0,5.0,M115
9514,140249,P1000002,2023-07-23,M104,-33.864532,151.207611,4.34,4.54,4.24,4.66,4.22,4.78,4.24,M104
9515,140271,P1006968,2020-04-18,M104,-33.864532,151.207611,4.67,4.67,4.33,4.67,4.67,5.0,4.33,M104
9516,140289,P1000073,2023-08-18,M104,-33.864532,151.207611,4.07,4.08,4.04,4.7,4.37,4.78,4.25,M104
9517,140295,P1006875,2023-08-11,M117,-33.94207,151.22432,4.84,4.92,4.86,4.93,4.91,4.88,4.7,M117
9518,140296,P1000003,2022-12-25,M110,-33.828972923308115,151.2163312332427,5.0,5.0,5.0,5.0,5.0,5.0,4.5,M110
9519,140297,P1013118,2023-07-08,M123,-33.6860173,150.8958334,4.46,4.46,4.28,4.9,4.92,4.74,4.38,M123
